latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
51.39838,-3.39727,303.85,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,283.55,1.1,N
51.68716,-5.03345,306.93,0.4,0.44,2026-08-09,209,N,VIIRS,n,2.0NRT,289.97,1.88,N
51.8223,-3.20037,326.82,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,283.43,3.76,N
51.82532,-3.1918,319.08,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,282.98,3.76,N
51.82607,-3.1992,329.9,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,288.45,3.76,N
51.82682,-3.20658,311.13,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,281.74,2.99,N
51.82909,-3.19069,317.13,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,285.46,4.2,N
51.82985,-3.19809,348.47,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,296.74,4.2,N
51.8306,-3.20548,328.25,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,287.25,6.83,N
51.83287,-3.18972,322.1,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,285.71,4.2,N
51.83363,-3.19708,298.24,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,283.98,4.2,N
51.83596,-3.18196,302.82,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,285.65,3.65,N
51.83667,-3.18888,355.11,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,311.72,19.15,N
51.83743,-3.19621,333.37,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,288.83,19.15,N
51.84051,-3.1884,340.41,0.51,0.41,2026-08-09,209,N,VIIRS,n,2.0NRT,289.02,19.15,N
53.15218,-3.06106,295.73,0.52,0.42,2026-08-09,209,N,VIIRS,n,2.0NRT,284.16,0.64,N
53.15297,-3.06251,295.18,0.52,0.42,2026-08-09,209,N,VIIRS,n,2.0NRT,284.3,0.5,N
51.82166,-3.19414,331.71,0.48,0.65,2026-08-09,347,N,VIIRS,n,2.0NRT,280.76,3.84,N
51.82399,-3.20084,316.94,0.48,0.65,2026-08-09,347,N,VIIRS,n,2.0NRT,282.84,5.85,N
51.82717,-3.18997,323.64,0.48,0.65,2026-08-09,347,N,VIIRS,n,2.0NRT,284.02,7.4,N
51.82943,-3.19643,336.83,0.48,0.65,2026-08-09,347,N,VIIRS,n,2.0NRT,288.14,6.71,N
51.83169,-3.2029,306.3,0.48,0.65,2026-08-09,347,N,VIIRS,n,2.0NRT,281.09,6.71,N
51.83232,-3.18474,345.73,0.48,0.65,2026-08-09,347,N,VIIRS,n,2.0NRT,285.89,7.4,N
